"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Postsecondary
Readiness",,"US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
178913,BANQUETE ISD,178913101,BANQUETE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,382,72.30%,2.40%,C,72,C,72,C,77,D,69,C,77,F,59,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,27,27,34,34,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,"5,706",48.80%,3.40%,B,80,B,81,B,83,C,78,B,83,C,73,,,,,,,,Not Earned,,,,,,,,
178914,FLOUR BLUFF ISD,178914001,FLOUR BLUFF H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09-דצמ,No,No,"1,958",40.50%,1.50%,C,76,C,74,B,82,B,82,C,78,D,61,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914004,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,10-אוק,No,No,2,0%,0%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,SPECIAL ASSIGNMENT SCHOOL
178914,FLOUR BLUFF ISD,178914041,FLOUR BLUFF J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,07-אוג,No,No,919,46.10%,3%,A,91,A,90,A,90,B,87,A,90,A,92,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914101,FLOUR BLUFF EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03-אפר,No,No,759,53%,5.10%,C,78,B,80,B,81,D,65,B,81,C,70,,,Not Earned,Not Earned,,,Not Earned,Not Earned,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914103,FLOUR BLUFF PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,01-פבר,No,No,738,55.60%,4.90%,C,78,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914105,FLOUR BLUFF INT,REGION 02: CORPUS CHRISTI,NUECES,Middle School,05-יונ,No,No,837,51.50%,4.10%,B,87,B,87,B,89,C,73,B,89,B,81,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914106,EARLY CHILDHOOD CENTER,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - KG,No,No,493,65.50%,5.10%,C,78,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,27,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,"1,925",90.40%,9.10%,D,68,D,67,C,72,D,64,C,72,F,59,,,,,,,,Not Earned,,,,,,,,
178915,WEST OSO ISD,178915001,WEST OSO H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09-דצמ,No,No,575,87.50%,8.50%,D,65,D,69,C,71,D,64,C,71,F,52,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915002,WEST OSO ISD JJAEP,REGION 02: CORPUS CHRISTI,NUECES,Middle School,08-אוג,No,No,2,100%,0%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,SPECIAL ASSIGNMENT SCHOOL
178915,WEST OSO ISD,178915041,WEST OSO J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06-אוג,No,No,434,83.40%,10.80%,C,76,D,69,C,77,D,69,C,77,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915102,KENNEDY EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,No,541,96.50%,8.50%,D,65,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915104,WEST OSO EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03-מאי,No,No,373,94.10%,9.10%,D,65,D,60,D,69,F,58,D,69,F,56,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,,,REGION 16: AMARILLO,OCHILTREE,District,,No,No,"1,999",61.50%,34.80%,B,82,B,81,B,83,C,73,B,83,B,81,,,,,,,,Not Earned,,,,,,,,
179901,PERRYTON ISD,179901001,PERRYTON H S,REGION 16: AMARILLO,OCHILTREE,High School,09-דצמ,No,No,620,56.50%,24.20%,B,83,B,81,B,81,B,81,B,81,B,88,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901002,LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,REGION 16: AMARILLO,OCHILTREE,High School,09-דצמ,Yes,No,16,62.50%,25%,C,75,C,75,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901041,PERRYTON J H,REGION 16: AMARILLO,OCHILTREE,Middle School,06-אוג,No,No,435,57.70%,33.10%,B,81,B,82,B,85,D,64,B,85,C,72,,,Not Earned,Earned,Earned,Earned,Not Earned,Earned,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901101,PERRYTON KINDER,REGION 16: AMARILLO,OCHILTREE,Elementary,EE - KG,No,No,193,68.40%,56.50%,B,88,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901102,JAMES L WRIGHT EL,REGION 16: AMARILLO,OCHILTREE,Elementary,01-מרץ,No,No,470,67.40%,38.90%,B,88,B,82,B,86,Not Rated,.,B,86,A,92,,,Earned,Not Earned,,,,Earned,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901103,EDWIN F WILLIAMS INT,REGION 16: AMARILLO,OCHILTREE,Elementary,04-מאי,No,No,265,64.20%,40%,B,81,C,78,B,83,C,70,B,83,C,75,,,Not Earned,Earned,Earned,,Not Earned,Not Earned,,13,13,87,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,164,65.20%,3.70%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,,,,,,,
180901,BOYS RANCH ISD,180901001,BOYS RANCH H S,REGION 16: AMARILLO,OLDHAM,High School,09-דצמ,Yes,No,98,87.80%,2%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901041,BLAKEMORE MIDDLE,REGION 16: AMARILLO,OLDHAM,Middle School,06-אוג,Yes,No,31,64.50%,9.70%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901101,MIMI FARLEY EL,REGION 16: AMARILLO,OLDHAM,Elementary,KG - 05,No,No,35,2.90%,2.90%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,370,26.80%,5.70%,A,93,A,93,B,85,C,79,B,85,A,92,,,,,,,,Earned,,,,,,,,
180902,VEGA ISD,180902001,VEGA H S,REGION 16: AMARILLO,OLDHAM,High School,09-דצמ,No,No,115,19.10%,4.30%,A,95,A,94,B,85,D,69,B,85,A,97,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902041,VEGA J H,REGION 16: AMARILLO,OLDHAM,Middle School,05-אוג,No,No,111,24.30%,9%,A,92,A,92,A,92,A,92,B,83,A,93,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902101,VEGA EL,REGION 16: AMARILLO,OLDHAM,Elementary,PK - 04,No,No,144,34.70%,4.20%,A,90,A,93,A,91,C,76,A,91,B,82,,,Earned,Earned,,,Not Earned,Earned,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180903,ADRIAN ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,120,65%,5.80%,A,90,B,88,B,87,B,81,B,87,A,93,,,,,,,,,,,,,,,,
180903,ADRIAN ISD,180903001,ADRIAN SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,120,65%,5.80%,A,90,B,88,B,87,B,81,B,87,A,93,,,Not Earned,Not Earned,Earned,Earned,Earned,Not Earned,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180904,WILDORADO ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,232,25%,0.40%,B,85,B,89,C,79,D,67,C,79,C,76,,,,,,,,,,,,,,,,
180904,WILDORADO ISD,180904101,WILDORADO SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,232,25%,0.40%,B,85,B,89,C,79,D,67,C,79,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,"3,125",41.90%,7.60%,C,74,C,77,C,71,C,70,C,71,D,66,,,,,,,,Not Earned,,,,,,,,
181901,BRIDGE CITY ISD,181901001,BRIDGE CITY H S,REGION 05: BEAUMONT,ORANGE,High School,09-דצמ,No,No,892,33.60%,4.10%,C,74,C,75,C,75,C,75,C,70,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901041,BRIDGE CITY MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06-אוג,No,No,694,40.10%,6.60%,D,67,C,76,D,65,D,65,D,63,F,47,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901102,BRIDGE CITY EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 02,No,No,829,51.10%,10.60%,B,80,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901103,BRIDGE CITY INT,REGION 05: BEAUMONT,ORANGE,Elementary,03-מאי,No,No,710,43.20%,9.30%,B,80,B,82,C,79,D,68,C,79,C,76,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,"1,852",36.60%,2.40%,C,76,C,79,C,75,C,75,C,70,C,70,,,,,,,,Not Earned,,,,,,,,
181905,ORANGEFIELD ISD,181905001,ORANGEFIELD H S,REGION 05: BEAUMONT,ORANGE,High School,09-דצמ,No,No,549,34.80%,2.60%,B,81,C,78,B,86,B,86,C,72,D,68,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905041,ORANGEFIELD J H,REGION 05: BEAUMONT,ORANGE,Middle School,06-אוג,No,No,434,34.30%,1.40%,B,82,B,83,C,76,C,76,C,70,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905102,ORANGEFIELD EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,869,38.80%,2.90%,C,73,C,77,D,66,D,60,D,66,D,62,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,"2,615",92.10%,7.40%,D,66,F,59,D,66,D,66,D,64,D,66,,,,,,,,Not Earned,,,,,,,,
181906,WEST ORANGE-COVE CISD,181906001,WEST ORANGE-STARK H S,REGION 05: BEAUMONT,ORANGE,High School,09-דצמ,No,No,660,88.30%,3.60%,D,64,D,63,D,67,F,57,D,67,F,57,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906041,WEST ORANGE-STARK MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06-אוג,No,No,505,91.50%,4%,C,75,D,62,C,75,C,75,C,72,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906102,WEST ORANGE-STARK EL,REGION 05: BEAUMONT,ORANGE,Elementary,KG - 05,No,No,"1,130",93.60%,9.80%,D,68,F,51,D,68,D,68,F,53,D,69,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906104,M B NORTH E C LRN CTR,REGION 05: BEAUMONT,ORANGE,Elementary,PK - PK,No,No,320,95.30%,11.90%,D,68,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181907,VIDOR ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,"4,310",60.30%,2.60%,B,80,C,75,B,80,C,77,B,80,C,79,,,,,,,,Not Earned,,,,,,,,
181907,VIDOR ISD,181907001,VIDOR H S,REGION 05: BEAUMONT,ORANGE,High School,09-דצמ,No,No,"1,192",49.80%,1.20%,B,86,C,74,B,85,B,85,B,81,B,88,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907004,VIDOR JJAEP,REGION 05: BEAUMONT,ORANGE,High School,09-ספט,No,No,2,100%,0%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,14,,21,,3,,SPECIAL ASSIGNMENT SCHOOL
181907,VIDOR ISD,181907041,VIDOR J H,REGION 05: BEAUMONT,ORANGE,Middle School,07-אוג,No,No,628,58.80%,2.90%,B,83,C,78,B,81,C,78,B,81,B,88,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907101,PINE FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,604,62.90%,5.30%,C,72,C,71,C,73,C,73,D,69,C,70,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907102,VIDOR EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,586,73.20%,1.70%,C,77,C,76,B,82,D,60,B,82,D,65,,,Not Earned,Not Earned,,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907103,OAK FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,671,69.20%,3.30%,C,74,C,74,C,79,D,69,C,79,D,63,Additional Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907104,VIDOR MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,05-יונ,No,No,627,57.90%,2.20%,C,75,C,76,C,79,D,69,C,79,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,"3,336",51.10%,3.80%,C,70,C,72,D,69,D,69,D,67,D,66,,,,,,,,Not Earned,,,,,,,,
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908001,LIT CYPR-MRCEVILLE H S,REGION 05: BEAUMONT,ORANGE,High School,09-דצמ,No,No,"1,012",42.50%,2.20%,C,74,C,75,C,75,C,75,C,73,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908041,LITTLE CYPRESS J H,REGION 05: BEAUMONT,ORANGE,Middle School,06-אוג,No,No,497,47.70%,4.40%,C,72,C,74,D,69,D,69,D,63,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908042,MAURICEVILLE MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,06-אוג,No,No,291,49.10%,1.70%,C,73,C,75,C,72,C,72,D,69,D,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908101,LITTLE CYPRESS EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 03,No,No,653,57.90%,6.30%,C,78,C,77,C,79,Not Rated,.,C,79,C,76,,,Earned,Not Earned,,,,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908102,MAURICEVILLE EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,570,61.60%,4.60%,D,63,D,64,D,60,D,60,F,59,D,62,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908103,LITTLE CYPRESS INT,REGION 05: BEAUMONT,ORANGE,Elementary,04-מאי,No,No,313,53%,3.80%,F,56,F,59,F,55,F,54,F,55,F,48,Additional Targeted Support,TRUE,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,14,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
182901,GORDON ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,239,59%,8.40%,C,77,C,77,C,74,D,67,C,74,C,78,,,,,,,,,,,,,,,,
182901,GORDON ISD,182901001,GORDON SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,239,59%,8.40%,C,77,C,77,C,74,D,67,C,74,C,78,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182902,GRAFORD ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,321,55.80%,7.50%,C,77,C,79,C,76,C,70,C,76,C,73,,,,,,,,,,,,,,,,
182902,GRAFORD ISD,182902001,GRAFORD SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,EE - 12,No,No,321,55.80%,7.50%,C,77,C,79,C,76,C,70,C,76,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,"3,347",77.20%,15.80%,C,76,C,74,C,78,D,62,C,78,C,70,,,,,,,,Not Earned,,,,,,,,
182903,MINERAL WELLS ISD,182903001,MINERAL WELLS H S,REGION 11: FORT WORTH,PALO PINTO,High School,09-דצמ,No,No,920,73.80%,8.90%,C,74,C,76,C,76,F,59,C,76,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903002,MINERAL WELLS ACADEMY,REGION 11: FORT WORTH,PALO PINTO,High School,10-דצמ,Yes,No,19,73.70%,0%,A,90,A,90,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903041,MINERAL WELLS J H,REGION 11: FORT WORTH,PALO PINTO,Middle School,07-אוג,No,No,498,74.70%,14.50%,C,77,C,72,C,79,D,65,C,79,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903105,MINERAL WELLS EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,EE - 06,No,No,"1,910",79.50%,19.60%,C,76,C,73,B,80,D,63,B,80,D,68,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,544,39.70%,3.70%,A,91,A,93,B,89,B,83,B,89,B,87,,,,,,,,Earned,,,,,,,,
182904,SANTO ISD,182904001,SANTO H S,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,06-דצמ,No,No,276,40.60%,4%,A,94,A,94,A,91,A,90,A,91,A,94,,,Earned,Earned,Earned,Not Earned,Earned,Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,182904101,SANTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 05,No,No,268,38.80%,3.40%,B,84,A,90,B,84,D,66,B,84,C,70,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182905,STRAWN ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,174,63.80%,16.10%,B,84,B,85,B,83,C,70,B,83,B,82,,,,,,,,,,,,,,,,
182905,STRAWN ISD,182905001,STRAWN SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,174,63.80%,16.10%,B,84,B,85,B,83,C,70,B,83,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182906,PALO PINTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,97,53.60%,1%,A,92,A,94,A,94,C,79,A,94,B,87,,,,,,,,,,,,,,,,
182906,PALO PINTO ISD,182906101,PALO PINTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 06,No,No,97,53.60%,1%,A,92,A,94,A,94,C,79,A,94,B,87,,,Earned,Not Earned,Earned,,Not Earned,Earned,,25,25,60,60,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
183801,PANOLA CHARTER SCHOOL,,,REGION 07: KILGORE,PANOLA,District,,No,Yes,197,29.90%,2.50%,A,90,A,91,B,88,C,79,B,88,B,87,,,,,,,,Not Earned,,,,,,,,
183801,PANOLA CHARTER SCHOOL,183801001,PANOLA CS,REGION 07: KILGORE,PANOLA,High School,08-דצמ,Yes,Yes,30,26.70%,3.30%,B,85,B,85,B,86,B,86,Not Rated,.,B,83,,,,,,,,,,1,1,11,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801002,TEXAS EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,08-דצמ,No,Yes,114,35.10%,3.50%,B,88,A,90,B,84,C,70,B,84,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,1,1,7,7,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801003,PANOLA EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,08-דצמ,No,Yes,53,20.80%,0%,A,98,A,98,A,97,A,95,A,97,A,99,,,Earned,Not Earned,Earned,Earned,Earned,Earned,,1,1,11,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183901,BECKVILLE ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,686,43.70%,3.10%,B,86,B,86,B,82,D,64,B,82,B,85,,,,,,,,Not Earned,,,,,,,,
183901,BECKVILLE ISD,183901001,BECKVILLE JR-SR HIGH SCHOOL,REGION 07: KILGORE,PANOLA,Elem/Secondary,06-דצמ,No,No,343,36.40%,2.60%,A,91,A,90,B,85,D,60,B,85,A,92,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,,1,1,11,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
